Genus,Importer,Exporter,Term,Purpose,Source
Crocodylus,HK,SG,oil,T,D
Crocodylus,HK,SG,oil,T,D
Crocodylus,HK,SG,skins,T,D
Crocodylus,HK,SG,oil,T,D
Crocodylus,HK,SG,skins,T,D
Crocodylus,HK,TH,meat,T,D
Crocodylus,HK,TH,leather products (small),T,D
Crocodylus,HK,TH,meat,T,D
Crocodylus,HK,TH,skins,Q,D
Crocodylus,HK,TR,skins,T,D
Crocodylus,HK,VN,meat,T,D
Crocodylus,HU,TH,skins,T,D
Crocodylus,IL,FR,leather products (small),T,D
Crocodylus,IN,CN,leather products (small),T,D
Crocodylus,IN,HK,leather products (small),T,D
Crocodylus,IT,AE,garments,T,D
Crocodylus,IT,CH,leather products (small),T,D
Crocodylus,IT,CH,skins,T,D
Crocodylus,IT,CN,garments,T,D
Crocodylus,IT,CN,leather products (small),T,D
Crocodylus,IT,KR,leather products (small),T,D
Crocodylus,IT,SG,skins,T,D
Crocodylus,IT,SG,skins,T,D
Crocodylus,IT,TH,bodies,T,D
Crocodylus,IT,TH,skins,T,D
Crocodylus,IT,TR,leather products (small),T,D
Crocodylus,IT,VN,skins,T,D
Crocodylus,JP,FR,leather products (small),T,D
Crocodylus,JP,IT,leather products (small),T,D
Crocodylus,JP,IT,leather products (small),T,D
Crocodylus,JP,KH,skins,T,D
Crocodylus,JP,SG,skins,T,D
Crocodylus,JP,TH,leather products (small),P,D
Crocodylus,JP,TH,skins,T,D
Crocodylus,JP,TH,garments,P,D
Crocodylus,JP,TH,garments,T,D
Crocodylus,JP,TH,live,T,D
Crocodylus,JP,TH,leather products (small),P,D
Crocodylus,JP,TH,leather products (small),T,D
Crocodylus,JP,TH,meat,T,D
Crocodylus,JP,TH,skins,P,D
Crocodylus,JP,TH,skins,T,D
Crocodylus,JP,TH,specimens,S,D
Crocodylus,JP,VN,leather products (small),T,D
Crocodylus,JP,VN,leather products (small),T,D
Crocodylus,JP,VN,skins,T,D
Crocodylus,KR,CN,specimens,E,C
Crocodylus,KR,ES,skins,T,D
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,FR,skins,T,D
Crocodylus,KR,IT,leather products (small),T,D
Crocodylus,KR,IT,skins,T,D
Crocodylus,KR,IT,leather products (small),T,D
Crocodylus,KR,JP,skins,T,D
Crocodylus,KR,JP,skins,T,D
Crocodylus,KR,SG,skins,T,D
Crocodylus,KR,SG,skins,T,D
Crocodylus,MG,FR,skins,T,D
Crocodylus,MG,FR,skins,T,D
Crocodylus,MO,FR,leather products (large),T,D
Crocodylus,MO,FR,leather products (small),T,D
Crocodylus,MX,IT,skins,T,D
Crocodylus,MX,IT,skins,T,D
Crocodylus,NL,TH,skulls,T,D
Crocodylus,NL,VN,leather products (small),T,D
Crocodylus,NL,VN,skins,T,D
Crocodylus,NZ,TH,leather products (small),P,D
Crocodylus,NZ,TH,skins,P,D
Crocodylus,QA,IT,leather products (small),T,D
Crocodylus,RU,FR,garments,T,D
Crocodylus,RU,FR,leather products (small),T,D
Crocodylus,RU,IT,garments,T,D
Crocodylus,RU,IT,leather products (large),T,D
Crocodylus,RU,IT,leather products (small),P,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,RU,IT,leather products (large),T,D
Crocodylus,RU,IT,leather products (small),P,D
Crocodylus,RU,IT,leather products (small),T,D
Crocodylus,SA,IT,leather products (small),T,D
Crocodylus,SG,CN,skins,E,D
Crocodylus,SG,CN,skins,T,D
Crocodylus,SG,FR,leather products (large),T,D
Crocodylus,SG,FR,skins,T,D
Crocodylus,SG,HK,cosmetics,T,D
Crocodylus,SG,HK,skins,T,D
Crocodylus,SG,HK,skins,T,D
Crocodylus,SG,MY,skins,T,D
Crocodylus,SG,RO,leather products (small),T,D
Crocodylus,SG,TH,meat,T,D
Crocodylus,SG,TH,skins,P,D
Crocodylus,SG,TH,skins,T,D
Crocodylus,SG,VN,oil,T,D
Crocodylus,SG,VN,skins,T,D
Crocodylus,SG,XX,oil,T,D
Crocodylus,TH,AE,leather products (small),Q,D
Crocodylus,TH,FR,skins,T,D
Crocodylus,TH,HK,meat,T,D
Crocodylus,TH,JP,leather products (small),T,D
Crocodylus,TH,JP,skins,T,D
Crocodylus,TH,KH,live,T,D
Crocodylus,TH,KH,skins,T,D
Crocodylus,TH,SG,leather products (small),T,D
Crocodylus,TH,SG,skins,T,D
Crocodylus,TH,SG,skin pieces,T,D
Crocodylus,TM,FR,leather products (small),T,D
Crocodylus,TR,FR,garments,T,D
Crocodylus,TR,FR,garments,T,D
Crocodylus,TR,FR,leather products (small),T,D
Crocodylus,TR,FR,skins,T,D
Crocodylus,TR,FR,skins,T,I
Crocodylus,TR,FR,skin pieces,T,D
Crocodylus,TR,FR,skins,T,D
Crocodylus,TR,IT,leather products (small),T,D
Crocodylus,TR,SG,leather products (small),T,D
Crocodylus,TW,IT,leather products (small),T,D
Crocodylus,TW,IT,leather products (small),T,D
Crocodylus,TW,SG,leather products (small),T,D
Crocodylus,TW,SG,skins,T,D
Crocodylus,UA,IT,leather products (small),T,D
Crocodylus,US,HK,meat,P,I
Crocodylus,US,HK,meat,T,I
Crocodylus,US,IT,leather products (small),T,D
Crocodylus,US,IT,leather products (small),T,I
Crocodylus,US,KH,bodies,P,I
Crocodylus,US,KH,leather products (small),P,I
Crocodylus,US,KH,leather products (small),T,I
Crocodylus,US,KH,trophies,P,I
Crocodylus,US,RO,leather products (small),T,D
Crocodylus,US,TH,bodies,P,I
Crocodylus,US,TH,leather products (large),T,I
Crocodylus,US,TH,medicine,P,I
Crocodylus,US,TH,skins,P,I
Crocodylus,US,TH,skulls,P,I
Crocodylus,US,TR,leather products (small),T,D
Crocodylus,US,TR,skins,T,D
Crocodylus,US,VN,leather products (small),P,I
Crocodylus,US,VN,skulls,P,I
Crocodylus,UZ,FR,leather products (small),T,D
Crocodylus,UZ,IT,leather products (small),T,D
Crocodylus,VN,JP,skins,T,D
Crocodylus,XX,IT,leather products (small),T,D
Crocodylus,XX,IT,leather products (small),T,R
Crocodylus,XX,IT,skins,T,D
Crocodylus,XX,IT,skins,T,D
Osteolaemus,ID,SK,live,T,C
Osteolaemus,US,CD,meat,P,I
Osteolaemus,US,NG,leather products (small),P,I
Tomistoma,BD,MY,live,T,F
Tomistoma,GB,MY,live,T,C
Tomistoma,US,MY,live,T,F
Andrias,GB,US,specimens,S,W
Andrias,US,HK,specimens,S,C
Orcaella,US,KH,specimens,S,W
Sousa,CN,SG,live,Z,F
Sousa,CN,SG,live,Z,W
Sousa,CN,SG,live,Z,F
Dermochelys,CN,GB,bodies,Q,O
Dermochelys,US,CA,specimens,S,W
Dermochelys,US,KN,specimens,S,W
Dermochelys,US,NI,specimens,S,W
Dugong,FR,AU,specimens,S,W
Dugong,FR,FR,specimens,S,W
,AE,DK,carvings,T,O
,AE,FR,ivory carvings,T,O
,AE,GB,ivory carvings,T,O
,AR,CU,ivory carvings,P,O
,AT,CH,ivory pieces,P,O
,AT,HU,ivory carvings,T,O
,AT,JP,ivory carvings,Q,O
,AT,KR,ivory carvings,Q,O
,AT,LI,ivory carvings,Q,O
,AT,LI,ivory carvings,T,O
,AU,GB,ivory carvings,P,O
,AU,GB,ivory carvings,T,O
,AU,GB,piano keys,P,O
,AU,IE,ivory carvings,P,O
,AU,JP,ivory carvings,T,O
,BE,CH,ivory carvings,T,O
,CA,FR,ivory carvings,Q,O
,CA,GB,ivory carvings,P,O
,CA,IE,ivory carvings,P,O
,CH,AT,piano keys,P,O
,CH,BE,ivory carvings,P,O
,CH,DE,ivory carvings,P,O
,CH,DE,ivory carvings,Q,O
,CH,DE,ivory carvings,T,O
,CH,DK,carvings,T,O
,CH,FR,piano keys,P,O
,CH,FR,ivory carvings,T,O
,CH,GB,ivory carvings,Q,O
,CH,GB,ivory carvings,T,O
,CH,IT,ivory pieces,P,O
,CH,PL,piano keys,T,O
,CH,US,ivory carvings,T,I
,CL,ES,ivory carvings,T,O
,CL,GB,ivory carvings,T,O
,CL,HU,ivory carvings,T,O
,CL,HU,ivory carvings,T,O
,CN,DE,ivory carvings,T,O
,CN,DK,carvings,T,O
,CN,DK,carvings,T,O
,CN,ES,ivory carvings,P,W
,CN,FR,ivory carvings,T,O
,CN,FR,ivory carvings,P,O
,CN,FR,ivory carvings,T,O
,CN,GB,ivory carvings,T,O
,CN,HU,ivory carvings,T,O
,CN,IE,ivory carvings,T,O
,CN,IT,ivory carvings,T,O
,CN,IT,ivory pieces,P,O
,CN,PH,ivory carvings,P,O
,CN,PH,ivory pieces,P,O
,CN,PL,piano keys,T,U
,CN,PT,tusks,T,O
,CN,US,ivory carvings,T,I
,CN,ZA,ivory carvings,P,O
,CO,ES,ivory carvings,T,W
,CU,ES,ivory carvings,P,O
,CU,ES,ivory carvings,P,O
,CU,ES,ivory carvings,P,O
,CZ,CH,ivory pieces,T,O
,CZ,US,ivory pieces,Q,O
,DE,CA,ivory carvings,T,O
,DE,CH,ivory carvings,P,O
,DE,CH,ivory carvings,Q,O
,DE,CH,ivory carvings,T,O
,DE,NO,ivory carvings,P,O
,DE,NO,ivory carvings,T,O
,DE,US,ivory carvings,Q,O
,ES,CU,ivory carvings,P,O
,ES,CU,ivory carvings,P,O
,FR,CH,ivory carvings,P,O
,FR,CH,ivory carvings,Q,O
,FR,CH,ivory carvings,T,O
,FR,CN,ivory carvings,T,O
,FR,FR,ivory carvings,P,O
,FR,HK,ivory carvings,T,O
,FR,US,leather products (small),Q,O
,GB,BS,ivory carvings,T,W
,GB,CA,ivory carvings,P,O
,GB,CA,ivory carvings,T,O
,GB,CH,ivory carvings,Q,O
,GB,CH,ivory carvings,T,O
,GB,CN,ivory carvings,Q,O
,GB,JP,ivory carvings,T,O
,GB,NZ,ivory carvings,P,O
,GB,SG,ivory carvings,P,O
,GB,ZA,ivory carvings,P,O
,GG,GB,ivory carvings,T,O
,HK,AT,ivory carvings,T,O
,HK,AT,piano keys,Q,O
,HK,BE,ivory carvings,T,O
,HK,BE,ivory carvings,T,O
,HK,CH,ivory carvings,T,O
,HK,CH,tusks,T,O
,HK,DK,carvings,T,O
,HK,ES,ivory carvings,T,O
,HK,ES,ivory carvings,T,O
,HK,ES,tusks,T,O
,HK,FR,ivory carvings,T,O
,HK,FR,ivory carvings,T,O
,HK,GB,ivory carvings,T,O
,HK,IE,ivory carvings,T,O
,HK,PT,ivory carvings,T,O
,HK,PT,tusks,T,O
,HK,SE,ivory carvings,P,O
,HK,SE,ivory carvings,T,O
,HU,CH,ivory carvings,T,O
,IE,CH,ivory carvings,T,O
,IE,NZ,ivory carvings,E,O
,IL,CU,ivory carvings,T,O
,IS,GB,piano keys,T,O
,IT,CA,ivory carvings,P,O
,IT,MC,ivory carvings,T,O
,IT,SG,ivory carvings,P,O
,IT,US,leather products (small),Q,O
,JP,FR,ivory carvings,T,O
,JP,FR,piano keys,T,O
,JP,GB,ivory carvings,T,O
,JP,GR,ivory carvings,Q,O
,JP,IT,ivory carvings,T,O
,JP,NL,ivory carvings,P,O
,JP,PL,piano keys,T,O
,JP,US,ivory carvings,Q,O
,KY,GB,ivory carvings,T,O
,LB,US,ivory carvings,P,O
,LI,AT,ivory carvings,E,O
,LI,AT,ivory carvings,Q,O
,MC,FR,jewellery - ivory ,T,O
,MO,PT,ivory carvings,T,O
,MX,CU,ivory carvings,T,O
,MX,CU,ivory carvings,P,O
,MX,ES,ivory carvings,Q,W
,MX,ES,ivory carvings,T,W
,MX,GB,ivory carvings,T,O
,MX,GB,piano keys,T,O
,MX,PT,ivory carvings,T,O
,MX,US,leather products (small),P,I
,NL,RU,ivory carvings,E,O
,NL,US,ivory carvings,P,O
,NL,US,ivory carvings,Q,O
,NL,US,leather products (small),Q,O
,NO,DE,ivory carvings,P,O
,NO,DE,ivory carvings,T,O
,NO,DK,carvings,T,O
,NO,DK,ivory carvings,T,O
,NO,DK,carvings,T,O
,NO,DK,carvings,P,O
,NO,DK,carvings,T,O
,NO,NL,ivory carvings,T,O
,NO,PL,piano keys,T,O
,NO,SE,ivory carvings,T,O
,NZ,FR,ivory carvings,P,O
,NZ,FR,ivory carvings,P,O
,NZ,GB,ivory carvings,P,O
,NZ,GB,ivory carvings,T,O
,NZ,HU,ivory carvings,T,O
,NZ,IE,piano keys,P,O
,NZ,ZA,piano keys,P,O
,PE,BE,carvings,T,O
,PH,SG,ivory carvings,E,O
,PH,SG,ivory carvings,P,O
,PL,CH,ivory carvings,P,O
,PL,CH,ivory carvings,T,O
,PL,NO,ivory carvings,T,O
,PL,NO,ivory carvings,T,O
,PT,SG,ivory carvings,E,O
,RU,GB,ivory carvings,T,O
,RU,JP,ivory carvings,P,O
,SE,NO,ivory carvings,P,O
,SE,NO,ivory carvings,P,O
,SG,FR,ivory carvings,T,O
,SG,GB,ivory carvings,E,O
,SG,GB,ivory carvings,P,O
,SG,HK,ivory carvings,P,O
,SG,PH,ivory carvings,E,O
,SG,PH,ivory carvings,Q,O
,SG,PT,ivory carvings,E,O
,SG,PT,ivory carvings,T,O
,TW,GB,ivory carvings,T,O
,TW,JP,ivory carvings,Q,O
,US,AR,ivory carvings,T,I
,US,AU,piano keys,P,I
,US,BE,ivory carvings,P,I
,US,BH,ivory carvings,P,I
,US,CA,bone carvings,P,I
,US,CA,ivory carvings,P,I
,US,CA,ivory carvings,P,O
,US,CA,ivory carvings,P,U
,US,CA,piano keys,P,O
,US,CA,leather products (small),Q,O
,US,CN,jewellery - ivory ,P,I
,US,CN,ivory carvings,P,I
,US,CN,leather products (small),P,I
,US,CZ,ivory pieces,Q,O
,US,ET,jewellery - ivory ,P,I
,US,ET,ivory carvings,P,I
,US,FR,ivory carvings,P,I
,US,FR,ivory carvings,Q,O
,US,FR,ivory carvings,T,O
,US,FR,leather products (small),Q,O
,US,GB,bone carvings,P,I
,US,GB,jewellery - ivory ,P,I
,US,GB,jewellery - ivory ,T,I
,US,GB,ivory carvings,P,I
,US,GB,ivory carvings,P,O
,US,GB,ivory carvings,Q,O
,US,GB,ivory carvings,T,I
,US,GB,ivory carvings,T,O
,US,GB,piano keys,P,O
,US,GB,piano keys,T,O
,US,GB,leather products (small),P,I
,US,ID,jewellery - ivory ,T,I
,US,IT,leather products (small),Q,O
,US,JP,ivory carvings,P,I
,US,JP,leather products (small),P,I
,US,JP,leather products (small),T,I
,US,KE,ivory carvings,P,I
,US,LA,meat,P,I
,US,LA,skins,P,I
,US,MX,leather products (large),T,I
,US,MX,leather products (small),P,I
,US,NL,ivory carvings,P,O
,US,NL,ivory carvings,P,I
,US,NL,ivory carvings,P,O
,US,NL,ivory carvings,Q,O
,US,NL,piano keys,P,O
,US,NL,leather products (small),Q,O
,US,PL,ivory carvings,P,O
,US,PL,ivory carvings,P,O
,US,RS,ivory pieces,P,O
,US,RS,piano keys,P,I
,US,SL,jewellery - ivory ,P,I
,US,TH,hair,P,I
,US,TH,jewellery - ivory ,P,I
,US,TH,jewellery - ivory ,T,I
,US,TH,ivory carvings,P,I
,US,TH,meat,P,I
,US,TH,meat,T,I
,US,TH,skin pieces,P,I
,US,TR,ivory pieces,Q,O
,US,TW,skin pieces,P,I
,US,VN,jewellery - ivory ,P,I
,US,VN,ivory carvings,P,I
,US,VN,jewellery,P,I
,US,XX,jewellery - ivory ,P,I
,US,XX,ivory carvings,P,I
,US,XX,unspecified,P,I
,US,ZA,piano keys,P,I
,XX,DE,ivory carvings,P,O
,XX,DE,ivory carvings,Q,O
,XX,GB,ivory carvings,P,O
,XX,GB,ivory carvings,T,O
,XX,IE,ivory carvings,P,O
,XX,PL,piano keys,T,O
Elephas,AT,US,ivory carvings,Q,O
Elephas,AT,US,ivory pieces,Q,O
Elephas,AU,GB,ivory carvings,Q,O
Elephas,AU,GB,ivory carvings,T,O
Elephas,AU,KH,ivory pieces,P,O
Elephas,AU,NL,ivory carvings,E,O
Elephas,AU,NZ,ivory carvings,P,O
Elephas,AZ,GE,live,Q,O
Elephas,BE,SG,ivory carvings,Q,O
Elephas,CA,FR,ivory carvings,Q,O
Elephas,CA,FR,ivory carvings,Q,W
Elephas,CA,GB,ivory carvings,T,O
Elephas,CA,US,ivory carvings,Q,O
Elephas,CH,AT,ivory carvings,P,O
Elephas,CH,AT,ivory carvings,T,O
Elephas,CH,DE,ivory carvings,Q,O
Elephas,CH,FR,ivory carvings,P,O
Elephas,CH,GB,ivory carvings,T,O
Elephas,CL,CN,ivory carvings,Q,O
Elephas,CL,CN,ivory carvings,Q,W
Elephas,CL,PE,ivory carvings,P,O
Elephas,CN,CL,ivory pieces,Q,O
Elephas,CN,FR,ivory carvings,T,O
Elephas,CN,GB,ivory carvings,T,O
Elephas,CN,GB,ivory carvings,P,O
Elephas,CN,GB,ivory carvings,T,O
Elephas,CN,KR,ivory pieces,Q,O
Elephas,CN,LA,live,Z,C
Elephas,DE,CH,ivory carvings,Q,O
Elephas,DE,NZ,ivory carvings,P,O
Elephas,FR,CA,ivory carvings,Q,O
Elephas,FR,CH,ivory carvings,T,O
Elephas,FR,KR,ivory carvings,Q,O
Elephas,FR,SG,ivory carvings,Q,O
Elephas,GB,CA,ivory carvings,P,O
Elephas,GB,CH,ivory carvings,T,O
Elephas,GB,GG,ivory carvings,T,O
Elephas,GB,MM,specimens,S,W
Elephas,GB,SG,ivory carvings,Q,O
Elephas,GB,SG,skeletons,Q,O
Elephas,GB,US,ivory carvings,T,O
Elephas,GE,DE,ivory carvings,P,O
Elephas,GE,UA,live,Q,O
Elephas,GR,US,ivory carvings,Q,O
Elephas,HK,AT,ivory carvings,T,O
Elephas,HK,BE,tusks,T,O
Elephas,HK,FR,ivory carvings,T,O
Elephas,HK,FR,jewellery - ivory ,T,O
Elephas,HK,FR,ivory carvings,T,O
Elephas,HK,GB,ivory carvings,T,O
Elephas,HK,GB,ivory carvings,T,O
Elephas,HK,IT,ivory carvings,T,O
Elephas,IE,US,ivory carvings,P,O
Elephas,IL,BE,specimens,B,C
Elephas,IT,US,garments,Q,O
Elephas,IT,US,ivory carvings,Q,O
Elephas,JP,CN,ivory carvings,Q,O
Elephas,JP,DE,ivory carvings,Q,O
Elephas,JP,GB,ivory carvings,T,O
Elephas,JP,US,ivory carvings,Q,O
Elephas,KP,CN,bodies,E,U
Elephas,KR,CN,ivory carvings,T,O
Elephas,KR,FR,ivory carvings,Q,O
Elephas,KR,GB,ivory carvings,T,O
Elephas,KR,JP,ivory carvings,Q,O
Elephas,KY,GB,ivory carvings,T,O
Elephas,MY,GB,ivory carvings,T,O
Elephas,MY,GB,ivory carvings,T,O
Elephas,NL,CH,ivory carvings,Q,O
Elephas,NO,DE,live,Q,O
Elephas,NO,DK,ivory carvings,T,O
Elephas,NZ,GB,ivory carvings,T,O
Elephas,NZ,GB,ivory carvings,T,O
Elephas,PK,LK,live,Z,C
Elephas,PT,ZA,ivory carvings,T,O
Elephas,RU,GB,leather products (small),T,O
Elephas,RU,UZ,live,Q,U
Elephas,SG,AU,ivory carvings,P,O
Elephas,SG,BE,ivory carvings,Q,O
Elephas,SG,FR,ivory carvings,P,O
Elephas,SG,FR,ivory carvings,P,O
Elephas,SG,GB,ivory carvings,E,O
Elephas,SG,GB,ivory carvings,T,O
Elephas,TR,GB,ivory carvings,T,O
Elephas,TW,GB,ivory carvings,T,O
Elephas,TW,US,ivory carvings,Q,O
Elephas,UA,BY,live,Q,C
Elephas,US,AR,ivory carvings,T,I
Elephas,US,AT,ivory carvings,T,O
Elephas,US,BM,ivory carvings,P,O
Elephas,US,CN,ivory carvings,P,I
Elephas,US,DK,ivory carvings,Q,O
Elephas,US,GB,ivory carvings,Q,O
Elephas,US,GB,ivory carvings,P,O
Elephas,US,GB,ivory carvings,T,I
Elephas,US,GB,ivory carvings,T,O
Elephas,US,GR,ivory carvings,Q,O
Elephas,US,IT,ivory carvings,Q,O
Elephas,US,KW,tusks,P,O
Elephas,US,KW,tusks,P,W
Elephas,US,LA,skin pieces,P,I
Elephas,US,LA,skin pieces,P,I
Elephas,US,NL,leather products (small),Q,O
Elephas,US,TH,jewellery - ivory ,P,I
Elephas,US,TH,skin pieces,P,I
Elephas,US,TH,teeth,P,I
Elephas,US,TW,ivory carvings,Q,O
Elephas,US,UA,piano keys,P,O
Elephas,US,VN,jewellery,T,I
Elephas,US,VN,jewellery - ivory ,P,I
Elephas,US,VN,jewellery - ivory ,T,I
Elephas,US,VN,leather products (small),P,I
Elephas,UZ,RU,live,Q,O
Elephas,XX,DE,bodies,Q,O
Elephas,XX,DE,live,Q,O
Elephas,XX,DE,live,Q,C
Elephas,XX,IT,garments,Q,O
Elephas,XX,IT,ivory carvings,Q,O
Loxodonta,AE,GB,ivory carvings,T,O
Loxodonta,AE,GB,piano keys,P,O
Loxodonta,AE,UG,ivory carvings,E,W
Loxodonta,AR,MZ,trophies,H,W
Loxodonta,AR,ZA,trophies,H,W
Loxodonta,AR,ZA,tusks,H,W
Loxodonta,AT,US,ivory carvings,Q,O
Loxodonta,AT,ZM,trophies,H,W
Loxodonta,AT,ZM,tusks,H,W
Loxodonta,AU,ES,ivory carvings,T,O
Loxodonta,AU,FR,ivory carvings,Q,O
Loxodonta,AU,GB,ivory carvings,T,O
Loxodonta,AU,GB,piano keys,P,O
Loxodonta,AU,NZ,feet,P,O
Loxodonta,AU,NZ,ivory carvings,P,O
Loxodonta,AU,US,ivory carvings,Q,O
Loxodonta,AU,US,piano keys,T,O
Loxodonta,AU,UY,ivory carvings,T,W
Loxodonta,BA,US,ivory carvings,P,O
Loxodonta,BE,AD,ivory carvings,P,O
Loxodonta,BE,CH,ivory carvings,T,O
Loxodonta,BE,US,ivory carvings,Q,O
Loxodonta,BE,ZA,tusks,P,W
Loxodonta,BM,US,ivory carvings,P,O
Loxodonta,BW,DK,tusks,P,O
Loxodonta,CA,FR,ivory carvings,T,O
Loxodonta,CA,FR,ivory carvings,Q,O
Loxodonta,CA,FR,piano keys,P,O
Loxodonta,CA,GB,ivory carvings,T,O
Loxodonta,CA,GB,piano keys,P,O
Loxodonta,CA,US,ivory carvings,Q,O
Loxodonta,CA,US,piano keys,P,O
Loxodonta,CH,AT,ivory carvings,T,O
Loxodonta,CH,AT,piano keys,T,O
Loxodonta,CH,AT,specimens,S,I
Loxodonta,CH,BE,tusks,P,O
Loxodonta,CH,BE,ivory carvings,T,O
Loxodonta,CH,DE,ivory carvings,P,W
Loxodonta,CH,DE,ivory carvings,T,O
Loxodonta,CH,DE,ivory carvings,P,O
Loxodonta,CH,DE,ivory carvings,P,O
Loxodonta,CH,DE,ivory carvings,Q,O
Loxodonta,CH,DE,ivory carvings,T,O
Loxodonta,CH,DE,ivory pieces,T,O
Loxodonta,CH,DK,ivory carvings,T,O
Loxodonta,CH,FR,ivory carvings,T,O
Loxodonta,CH,FR,tusks,H,W
Loxodonta,CH,FR,ivory carvings,T,O
Loxodonta,CH,FR,ivory carvings,Q,O
Loxodonta,CH,FR,ivory carvings,T,O
Loxodonta,CH,FR,piano keys,P,O
Loxodonta,CH,FR,piano keys,T,O
Loxodonta,CH,FR,tusks,Q,O
Loxodonta,CH,GB,ivory carvings,T,O
Loxodonta,CH,GB,ivory carvings,T,O
Loxodonta,CH,IT,ivory carvings,T,O
Loxodonta,CH,IT,ivory pieces,P,O
Loxodonta,CH,IT,ivory pieces,P,W
Loxodonta,CH,SG,ivory carvings,Q,O
Loxodonta,CH,US,ivory carvings,P,O
Loxodonta,CH,US,ivory carvings,T,O
Loxodonta,CL,AR,ivory carvings,,O
Loxodonta,CN,DE,ivory carvings,P,O
Loxodonta,CN,DE,ivory carvings,T,O
Loxodonta,CN,FR,ivory carvings,P,O
Loxodonta,CN,FR,ivory carvings,P,O
Loxodonta,CN,FR,ivory carvings,T,O
Loxodonta,CN,FR,piano keys,T,O
Loxodonta,CN,GB,ivory carvings,P,O
Loxodonta,CN,GB,ivory carvings,Q,O
Loxodonta,CN,GB,ivory carvings,T,O
Loxodonta,CN,GB,piano keys,T,O
Loxodonta,CN,PT,tusks,T,O
Loxodonta,CN,PT,tusks,T,W
Loxodonta,CN,SI,tusks,T,O
Loxodonta,CN,US,ivory carvings,Q,O
Loxodonta,CN,US,piano keys,T,O
Loxodonta,CN,US,leather products (small),Q,O
Loxodonta,CN,UY,ivory carvings,P,O
Loxodonta,CN,ZA,tusks,H,W
Loxodonta,DE,CD,specimens,S,W
Loxodonta,DE,CH,ivory carvings,P,O
Loxodonta,DE,CH,ivory carvings,Q,O
Loxodonta,DE,CH,ivory carvings,T,O
Loxodonta,DE,CH,ivory carvings,T,W
Loxodonta,DE,CI,bones,S,W
Loxodonta,DE,CI,specimens,S,W
Loxodonta,DE,US,ivory carvings,Q,O
Loxodonta,DE,US,ivory carvings,P,O
Loxodonta,DE,VE,piano keys,P,O
Loxodonta,DK,KE,feet,P,W
Loxodonta,DK,NA,trophies,H,W
Loxodonta,DK,NO,ivory carvings,P,O
Loxodonta,DK,ZM,trophies,H,W
Loxodonta,DK,ZW,leather products (small),P,W
Loxodonta,EG,AE,tusks,E,W
Loxodonta,ES,US,ivory carvings,P,O
Loxodonta,ES,VE,ivory carvings,T,O
Loxodonta,ET,AE,ivory pieces,E,W
Loxodonta,ET,AE,tusks,E,W
Loxodonta,FI,NZ,ivory carvings,P,O
Loxodonta,FI,US,ivory carvings,Q,O
Loxodonta,FR,CA,ivory carvings,Q,O
Loxodonta,FR,CH,ivory carvings,P,O
Loxodonta,FR,CH,ivory carvings,Q,O
Loxodonta,FR,CH,ivory carvings,T,O
Loxodonta,FR,CH,piano keys,P,W
